accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,roc_auc_ovr,average_precision_macro,model
0.48172757475083056,0.464953937185725,0.44985239021936274,0.4516570032383796,0.4725620332955188,0.6097777187416785,0.43500792067478405,m4_adaboost
0.48172757475083056,0.464953937185725,0.44985239021936274,0.4516570032383796,0.4725620332955188,0.6097777187416785,0.43500792067478405,m5_adaboost_tuned
0.4485049833887043,0.43717326362957426,0.4438045814192603,0.43934183838693736,0.44959826094844657,0.6278367246895209,0.45393450939232777,m5_extra_trees_tuned
0.46511627906976744,0.4443362544628367,0.4377214698315616,0.4357961327285748,0.4531829130082029,0.6227144043070729,0.4541663563243097,m4_extra_trees
0.4485049833887043,0.43437966500951836,0.4374147768643182,0.43349778621125873,0.45148005488767146,0.6205137159260197,0.45292879069627245,m5_logistic_regression_tuned
0.46179401993355484,0.44808286951144094,0.43074916928127943,0.43348158690624444,0.4538479042461202,0.5968152398717114,0.42463286755955926,m4_gradient_boosting
0.44518272425249167,0.42852957723109314,0.430713866493683,0.42930298719772403,0.4432088121894032,0.6244943661254383,0.44708222417877047,m5_random_forest_tuned
0.4584717607973422,0.44261707550175217,0.42569866423077435,0.42796504628668686,0.4501419776523631,0.5948240877988376,0.4253211656764764,m5_gradient_boosting_tuned
