title_word_count,text_richness,title_to_abstract_ratio,abstract_word_count,concept_count,keyword_count,recency_score,text_length_category,abstract_keyword_overlap,oa_category
24,0.1796,0.1474,167,15,15,0.6667,2,1,fully_open
10,0.1195,0.0447,226,15,12,0.3333,3,1,closed
9,0.1174,0.0391,281,19,14,0.3333,3,1,fully_open
12,0.136,0.0474,228,16,15,0.3333,3,1,partially_open
9,0.4667,0.1168,75,18,17,0.3333,2,1,partially_open
13,0.1481,0.109,108,8,8,0,2,1,fully_open
13,0.1456,0.0782,158,17,6,0,2,1,partially_open
12,0.1702,0.0909,141,15,9,0,2,1,partially_open
4,0.2121,0.0159,132,16,12,0,2,0,partially_open
18,0.1181,0.0653,271,17,15,0,3,1,partially_open
14,0.0867,0.0979,173,8,7,0.6667,2,1,partially_open
9,0.0909,0.0288,319,16,13,0.3333,3,1,partially_open
15,0.2752,0.0996,149,22,19,0,2,1,fully_open
10,0.1275,0.0528,204,15,11,0,2,1,closed
8,0.252,0.0944,123,17,14,0,2,1,fully_open
20,0.1553,0.1064,219,18,16,0.3333,3,1,partially_open
8,0.1467,0.0447,184,15,12,0,2,1,closed
15,0.1613,0.0889,186,17,13,0,2,1,closed
11,0.236,0.0776,161,20,18,0,2,1,partially_open
16,0.1007,0.06,278,16,12,0,3,1,partially_open
13,0.1405,0.063,185,15,11,0,3,1,partially_open
5,0.0904,0.0289,188,10,7,0,2,1,partially_open
12,0.123,0.0407,317,21,18,0,3,1,fully_open
7,0.1263,0.021,372,27,20,0.3333,3,0,fully_open
7,0.1747,0.0597,166,16,13,0,2,0,partially_open
6,0.2101,0.0549,138,15,14,0,2,1,partially_open
14,0.139,0.073,223,19,12,0,3,1,partially_open
7,0.177,0.0701,113,11,9,0,2,1,partially_open
11,0.1163,0.0494,258,16,14,0,3,1,fully_open
17,0.1116,0.0868,242,16,11,0.3333,3,1,partially_open
9,0.0482,0.0581,166,4,4,1,2,0,fully_open
11,0.0353,0.0308,425,8,7,0.3333,3,0,partially_open
17,0.1371,0.0618,248,21,13,0,3,1,fully_open
8,0.0814,0.029,295,14,10,0,3,0,partially_open
5,0.0682,0.0352,176,6,6,0.3333,2,1,partially_open
9,0.2316,0.0548,177,24,17,0,2,1,closed
7,0.1526,0.0349,190,16,13,0,2,0,partially_open
12,0.1585,0.0718,183,17,12,0.3333,2,1,fully_open
8,0.0691,0.0323,275,11,8,0,3,1,partially_open
9,0.2273,0.0554,176,23,17,0,2,0,fully_open
9,0.2251,0.0305,231,27,25,0,3,1,partially_open
7,0.1467,0.0394,225,17,16,0,3,1,closed
10,0.1005,0.0542,199,12,8,0,2,1,closed
11,0.129,0.0513,248,18,14,0.3333,3,1,fully_open
20,0.1005,0.1064,199,11,9,1,2,1,partially_open
11,0.2963,0.1172,81,12,12,0.3333,2,1,fully_open
15,0.0613,0.0522,310,10,9,0.6667,3,1,partially_open
3,0.1418,0.0333,141,12,8,0.3333,2,1,partially_open
8,0.1016,0.0285,305,18,13,0,3,0,fully_open
16,0.2196,0.0993,214,25,22,0,3,1,partially_open
9,0.1917,0.0844,120,13,10,0,2,0,fully_open
9,0.1391,0.037,230,19,13,0,3,1,closed
17,0.0877,0.0833,228,12,8,0.3333,3,1,partially_open
10,0.093,0.0798,172,8,8,0,2,1,partially_open
5,0.0683,0.0277,249,9,8,0,3,1,closed
8,0.1575,0.0533,146,13,10,0,2,0,partially_open
9,0.0986,0.0768,142,8,6,0.3333,2,0,closed
14,0.1145,0.1007,131,8,7,0.3333,2,1,fully_open
4,0.1224,0.0108,237,16,13,0.3333,3,0,fully_open
9,0.2256,0.057,195,26,18,0,2,0,closed
1,0.2092,0.0128,153,19,13,0,2,0,closed
12,0.0957,0.065,230,11,11,0.3333,3,1,partially_open
18,0.2658,0.1138,158,22,20,0,2,1,closed
6,0.2655,0.0439,113,18,12,0.6667,2,1,closed
8,0.0429,0.0394,210,5,4,0.6667,3,1,partially_open
5,0.0818,0.0182,220,10,8,0.3333,3,1,closed
7,0.1007,0.0305,288,16,13,0,3,1,closed
15,0.9375,0.9859,16,9,6,0.3333,1,1,partially_open
10,0.1127,0.0738,142,9,7,0,2,1,partially_open
22,0.1774,0.1147,186,18,15,0,2,1,fully_open
16,0.0886,0.0697,237,11,10,0,3,0,closed
16,0.1784,0.0637,241,24,19,0.3333,3,1,fully_open
10,0.1749,0.0621,183,19,13,0,2,1,fully_open
7,0.2441,0.0623,127,16,15,0,2,1,partially_open
12,0.0913,0.0637,230,11,10,0.6667,3,0,fully_open
6,0.0541,0.0491,148,4,4,0.6667,2,0,closed
12,0.1988,0.087,161,18,14,0.6667,2,1,fully_open
10,0.1667,0.061,162,17,10,0,2,1,closed
14,0.1465,0.1169,157,14,9,0,2,1,fully_open
11,0.166,0.0566,247,24,17,0.3333,3,1,partially_open
14,0.1638,0.0639,232,23,15,0.3333,3,1,fully_open
7,0.1988,0.0456,161,17,15,0.3333,2,1,partially_open
12,0.2162,0.0653,185,25,15,0.3333,2,1,fully_open
2,0.1154,0.0324,104,6,6,0,2,1,closed
17,0.1483,0.0766,209,18,13,0.3333,3,1,fully_open
9,0.2688,0.1217,93,13,12,0,2,0,partially_open
9,0.0488,0.0382,246,6,6,0,3,1,fully_open
15,0.0775,0.0408,387,16,14,0.6667,3,0,fully_open
6,0.0385,0.035,156,3,3,0.3333,2,1,partially_open
9,0.1451,0.0508,193,16,12,0,2,1,closed
13,1.2368,0.4788,38,25,22,0,1,1,closed
10,0.1765,0.0786,170,17,13,0,2,1,closed
6,0.1429,0.0456,182,14,12,0.3333,2,1,partially_open
10,0.2784,0.1261,97,15,12,0.3333,2,1,fully_open
13,0.1751,0.0598,217,21,17,0.3333,3,1,fully_open
8,0.1297,0.0411,239,19,12,0.3333,3,1,closed
8,0.1444,0.044,187,14,13,0.3333,2,0,closed
7,0.08,0.0235,300,14,10,0.3333,3,1,fully_open
4,0.1772,0.0324,158,15,13,0.3333,2,1,partially_open
18,0.1435,0.0764,216,18,13,0.3333,3,1,closed
11,0.2374,0.0816,139,20,13,0,2,1,closed
12,0.1026,0.0626,195,10,10,0.3333,2,1,closed
15,0.0645,0.0531,248,8,8,0,3,1,fully_open
17,0.191,0.0886,178,19,15,0.3333,2,0,fully_open
12,0.1184,0.0644,228,16,11,0,3,1,closed
8,0.1716,0.0559,169,17,12,0.3333,2,1,closed
17,0.1204,0.0744,216,13,13,0.3333,2,0,closed
7,0.1205,0.0296,224,15,12,0.3333,3,0,fully_open
8,0.1371,0.0382,197,15,12,0,2,1,partially_open
9,0.2228,0.0511,193,22,21,0,2,1,fully_open
7,0.1634,0.0325,202,22,11,0,2,0,closed
8,0.06,0.0276,300,9,9,0.6667,3,0,fully_open
9,0.066,0.0207,470,18,13,0.3333,3,1,fully_open
7,0.1156,0.0417,173,12,8,0,2,0,partially_open
7,0.1854,0.0464,178,20,13,0,2,0,closed
10,0.05,0.0696,160,4,4,0.6667,2,1,closed
12,0.3214,0.0888,140,25,20,0,2,1,partially_open
8,0.1202,0.0471,233,17,11,0,3,1,partially_open
12,0.0787,0.0857,178,7,7,0.6667,2,1,fully_open
12,0.1055,0.0465,237,14,11,0.3333,3,1,fully_open
11,0.0375,0.0545,240,5,4,0.6667,3,1,partially_open
9,0.2656,0.09,128,19,15,0.3333,2,1,partially_open
20,0.088,0.0889,250,11,11,0.3333,3,1,fully_open
11,0.1812,0.0774,149,15,12,0,2,1,partially_open
10,0.2671,0.0619,161,23,20,0.3333,2,1,partially_open
12,0.2282,0.0783,149,19,15,0.3333,2,1,partially_open
10,0.15310000000000001,0.0386,294,25,20,0,3,0,fully_open
20,0.1542,0.0796,253,21,18,0,3,1,fully_open
6,0.4457,0.056,92,23,18,0,2,1,fully_open
12,0.194,0.067,201,24,15,0,2,1,closed
11,0.0913,0.0472,252,12,11,0.6667,3,0,closed
17,0.1465,0.0693,273,23,17,0,3,1,partially_open
5,0.1479,0.0367,142,11,10,0,2,1,fully_open
8,0.1435,0.0428,230,19,14,0.3333,3,1,partially_open
8,0.2571,0.0846,140,18,18,0,2,1,partially_open
8,0.1139,0.0412,202,12,11,0.6667,3,0,closed
19,0.1221,0.0925,172,12,9,0.3333,2,0,fully_open
10,0.2214,0.0908,140,18,13,0,2,0,closed
11,0.1928,0.0805,166,18,14,0,2,0,closed
8,0.0349,0.0417,172,3,3,0,2,0,fully_open
12,0.0683,0.0412,322,11,11,0.3333,3,1,fully_open
6,0.1105,0.034,172,11,8,0,2,0,fully_open
8,0.0706,0.0292,326,12,11,0.3333,3,1,fully_open
16,0.1846,0.0935,195,22,14,0,2,0,closed
13,0.1793,0.0856,184,19,14,0,2,1,partially_open
14,0.132,0.0664,250,17,16,0,3,1,partially_open
18,0.1582,0.1142,177,15,13,0,2,1,fully_open
9,0.1518,0.0438,257,22,17,0,3,0,fully_open
8,0.1086,0.0375,221,13,11,0.6667,3,1,fully_open
8,0.1889,0.0886,90,9,8,0,2,0,fully_open
14,0.1314,0.0496,312,23,18,0,3,1,partially_open
15,0.1676,0.073,173,16,13,0,2,1,partially_open
15,0.0401,0.0302,449,10,8,0.3333,3,0,fully_open
12,0.1306,0.0691,222,18,11,0.3333,2,0,fully_open
9,0.125,0.0501,160,11,9,0.6667,2,1,partially_open
12,0.2793,0.0688,179,30,20,0.3333,2,1,partially_open
10,0.2168,0.0725,143,16,15,0,2,1,partially_open
10,0.0798,0.0425,238,10,9,0,3,1,closed
14,0.2378,0.0924,143,19,15,0,2,1,fully_open
11,0.1184,0.0479,245,16,13,0,3,1,closed
11,0.0785,0.0398,293,12,11,0.3333,3,0,partially_open
10,0.0997,0.0419,301,17,13,0,3,1,fully_open
10,0.1042,0.0486,240,13,12,0,3,1,closed
12,0.3913,0.5366,23,5,4,0.3333,1,1,partially_open
7,0.5926,0.2028,54,18,14,0.3333,1,1,partially_open
6,0.339,0.0501,118,22,18,0,2,0,partially_open
8,0.1179,0.046,195,13,10,0,2,1,partially_open
3,0.1547,0.0243,181,16,12,0,2,1,partially_open
8,0.1667,0.0384,204,25,9,1,2,1,closed
11,0.2329,0.0843,146,19,15,0.6667,2,1,partially_open
9,0.0879,0.0481,182,9,7,0.3333,2,1,fully_open
8,0.21,0.0683,100,12,9,0,2,1,fully_open
19,0.2667,0.1187,150,22,18,0,2,1,partially_open
12,0.0696,0.0316,474,18,15,0,3,1,closed
9,0.1923,0.0526,156,18,12,0,2,1,partially_open
20,0.18,0.0843,250,26,19,0.3333,3,1,fully_open
11,0.9643,0.3367,28,15,12,0.3333,1,0,closed
7,0.0917,0.0438,218,10,10,0.6667,3,1,fully_open
8,0.1348,0.0307,282,21,17,0.3333,3,1,fully_open
4,0.1447,0.0225,159,13,10,0,2,1,fully_open
6,0.1267,0.0308,221,15,13,0,2,1,partially_open
15,0.1026,0.08,195,10,10,0.6667,2,1,partially_open
14,0.1034,0.088,203,11,10,0,2,0,partially_open
14,0.087,0.0706,230,10,10,0.3333,3,1,partially_open
10,0.1148,0.09,122,7,7,0.3333,2,0,closed
12,0.1448,0.0603,221,19,13,0.6667,3,1,partially_open
8,0.1535,0.0395,215,20,13,0.3333,2,0,fully_open
11,0.142,0.0663,169,15,9,0.6667,2,0,partially_open
12,0.1579,0.0807,171,14,13,0,2,1,fully_open
8,0.299,0.0831,97,15,14,0.3333,2,1,fully_open
13,0.1609,0.0665,230,19,18,0,3,1,fully_open
12,0.1908,0.0971,152,16,13,0,2,1,fully_open
9,0.1837,0.0674,147,15,12,0,2,1,fully_open
12,0.1316,0.0639,228,16,14,0,3,0,closed
8,0.22,0.0543,150,19,14,0.6667,2,1,fully_open
16,0.0952,0.07,231,11,11,0.3333,3,1,partially_open
8,0.1448,0.0393,221,18,14,0.3333,3,1,partially_open
10,0.2222,0.0678,180,24,16,0,2,1,partially_open
9,0.1279,0.0382,258,18,15,0.6667,3,1,partially_open
11,0.1865,0.0853,193,18,18,0,2,1,closed
5,0.1618,0.0414,136,12,10,0.3333,2,1,closed
15,0.1745,0.1127,149,15,11,0,2,0,fully_open
14,0.0362,0.0611,276,5,5,0.3333,3,1,fully_open
7,0.196,0.043,199,25,14,0,2,1,partially_open
11,0.1829,0.068,175,16,16,0,2,1,partially_open
12,0.2063,0.068,189,21,18,0,2,1,partially_open
9,0.1116,0.0388,224,14,11,0,3,1,fully_open
8,0.2254,0.0459,173,23,16,0,2,1,partially_open
7,0.1564,0.0335,211,19,14,0,2,0,fully_open
4,0.0939,0.0225,213,11,9,0,3,1,fully_open
9,0.1158,0.0598,190,11,11,0,2,1,partially_open
11,0.1341,0.0374,276,20,17,0,3,1,partially_open
12,0.0972,0.0413,319,19,12,0.3333,3,1,partially_open
12,0.1538,0.1151,117,10,8,0.3333,2,1,closed
11,0.1268,0.0445,213,17,10,0.3333,2,1,fully_open
9,0.1511,0.0496,225,22,12,0.3333,2,1,partially_open
14,0.1041,0.0781,221,13,10,0,3,1,closed
11,0.2148,0.0877,149,18,14,0.6667,2,1,partially_open
15,0.0746,0.0656,228,9,8,0.3333,2,0,partially_open
9,0.2256,0.0476,195,24,20,0,2,1,fully_open
12,0.1795,0.0692,195,20,15,0,2,1,partially_open
12,0.1368,0.1196,117,8,8,0,2,1,partially_open
6,0.219,0.0514,137,15,15,0.3333,2,1,closed
11,0.208,0.0905,125,14,12,0.3333,2,0,closed
7,0.0491,0.0188,326,10,6,0.3333,3,0,partially_open
7,0.3701,0.0823,127,29,18,0,2,0,partially_open
13,0.1369,0.0516,263,22,14,0.3333,3,1,closed
22,0.1581,0.0861,215,19,15,0.3333,2,1,fully_open
9,0.2483,0.0778,149,22,15,0,2,1,closed
12,0.041,0.0411,244,6,4,0,3,1,partially_open
11,0.2283,0.0859,127,16,13,0,2,0,fully_open
17,0.2329,0.1351,146,19,15,0,2,1,fully_open
16,1.3478,0.8031,23,17,14,0,1,1,partially_open
13,0.2022,0.0838,183,21,16,0.6667,2,1,fully_open
14,0.1111,0.0641,207,12,11,0.3333,3,1,partially_open
10,0.0799,0.0351,288,13,10,0.3333,3,1,fully_open
9,0.1897,0.0544,174,20,13,0,2,1,fully_open
15,0.1029,0.0686,243,14,11,0,3,1,fully_open
4,0.1902,0.0245,163,18,13,0.6667,2,1,partially_open
7,0.1429,0.0467,196,15,13,0.3333,3,1,partially_open
9,0.1106,0.0468,199,12,10,0,3,1,fully_open
4,0.1233,0.0303,219,17,10,0,3,0,closed
14,0.1929,0.1047,140,15,12,0,2,1,partially_open
10,0.0442,0.0502,226,5,5,0.3333,3,0,partially_open
8,0.1656,0.0514,151,16,9,0,2,0,partially_open
4,0.0929,0.0176,226,13,8,0,3,1,partially_open
17,0.0622,0.0703,241,8,7,0.6667,3,0,fully_open
9,0.0565,0.0345,283,8,8,0,3,0,closed
12,0.1805,0.1091,133,12,12,1,2,1,partially_open
7,0.163,0.0426,135,12,10,0.6667,2,0,partially_open
10,0.0857,0.043,280,13,11,0.3333,3,1,fully_open
12,0.1429,0.0896,175,15,10,0,2,1,partially_open
11,0.1566,0.0623,198,18,13,0,2,0,closed
11,0.1534,0.0983,163,14,11,0.3333,2,1,partially_open
9,0.4167,0.0874,108,25,20,0.3333,2,1,closed
7,0.2128,0.059,141,17,13,0,2,0,partially_open
11,0.1895,0.1544,95,9,9,0,2,1,fully_open
7,0.1719,0.0588,128,14,8,0,2,0,partially_open
14,0.0903,0.0501,288,14,12,0.3333,3,1,fully_open
7,0.3534,0.0626,116,22,19,0,2,1,partially_open
13,0.1075,0.0498,307,18,15,0,3,1,partially_open
32,0.1179,0.0817,407,28,20,0.6667,3,0,fully_open
6,0.08,0.0358,250,10,10,0,3,1,partially_open
12,0.0994,0.0431,332,19,14,0,3,1,fully_open
13,0.0813,0.0567,246,10,10,0.6667,3,1,fully_open
11,0.1057,0.058,227,13,11,0.3333,3,1,closed
17,1.3333,0.791,15,11,9,0.3333,1,0,fully_open
10,0.0403,0.0447,298,6,6,0,3,1,fully_open
7,0.04,0.0367,200,4,4,1,2,0,partially_open
9,0.0707,0.0383,198,7,7,0.6667,2,0,partially_open
17,0.2033,0.0936,182,23,14,0.3333,2,1,partially_open
8,0.1122,0.0404,196,12,10,0,2,0,closed
8,0.2532,0.0745,154,23,16,0,2,1,partially_open
13,0.1339,0.0582,254,20,14,0,3,1,partially_open
15,0.1854,0.1081,151,16,12,0,2,1,partially_open
11,0.052,0.0525,250,7,6,0,3,1,partially_open
11,0.1445,0.0686,173,14,11,0,2,1,partially_open
12,0.0538,0.0441,279,8,7,0.6667,3,0,closed
11,0.1515,0.0591,198,15,15,0.3333,2,1,partially_open
7,0.2588,0.0772,85,13,9,0.3333,2,0,fully_open
13,0.1263,0.0796,190,13,11,0,2,1,partially_open
9,0.1212,0.0506,198,14,10,0,2,1,fully_open
9,0.1264,0.0363,277,19,16,0,3,1,fully_open
11,0.2782,0.0797,133,21,16,0.6667,2,1,partially_open
12,0.1931,0.0922,145,16,12,0,2,1,partially_open
11,0.0796,0.066,201,8,8,0,2,1,partially_open
11,0.1788,0.0879,151,14,13,0,2,1,fully_open
10,0.1948,0.0774,154,17,13,0,2,1,fully_open
15,0.1618,0.0949,173,16,12,0,2,1,fully_open
10,0.07,0.0308,343,13,11,0.3333,3,1,fully_open
9,0.25,0.0556,120,18,12,0.3333,2,0,closed
11,0.2614,0.0622,176,25,21,0,2,0,partially_open
7,0.1795,0.0658,156,15,13,0,2,1,fully_open
13,0.0651,0.0383,338,12,10,0,3,0,partially_open
3,0.1693,0.026,189,18,14,0.6667,2,1,closed
15,0.0546,0.0549,293,9,7,0.3333,3,1,fully_open
10,0.3824,0.0622,170,36,29,0.3333,2,1,fully_open
10,0.2542,0.0955,118,19,11,0.3333,2,0,fully_open
14,0.0625,0.0519,320,11,9,0.3333,3,1,partially_open
10,0.1786,0.0686,168,22,8,0,2,1,fully_open
10,0.1243,0.0556,177,11,11,0,2,1,fully_open
14,0.3043,0.1073,138,25,17,0,2,1,partially_open
6,0.28,0.0697,100,16,12,0,2,1,fully_open
8,0.125,0.0608,216,14,13,0.3333,2,0,closed
11,0.1261,0.0515,238,16,14,0,3,1,closed
5,0.2212,0.0461,104,13,10,0,2,0,fully_open
15,0.0845,0.0511,343,15,14,0,3,1,partially_open
14,0.15,0.0826,180,15,12,0,2,1,closed
8,0.0745,0.0463,188,8,6,0.6667,2,1,closed
10,0.1905,0.086,147,16,12,0.3333,2,1,fully_open
10,0.178,0.0497,191,18,16,0.3333,2,1,fully_open
13,0.1056,0.0434,284,16,14,0,3,1,closed
16,0.1032,0.0492,310,18,14,0,3,1,partially_open
12,0.1977,0.0721,177,18,17,0,2,1,fully_open
18,0.1918,0.137,146,15,13,0.3333,2,1,partially_open
12,0.1965,0.0551,229,26,19,0,3,1,partially_open
10,0.64,0.4302,25,8,8,0.6667,1,1,partially_open
8,0.0308,0.0356,195,3,3,0.6667,3,0,partially_open
12,0.0833,0.0516,252,12,9,0.3333,3,1,fully_open
11,0.0979,0.0471,286,15,13,0,3,1,fully_open
6,0.1166,0.0349,163,10,9,0.3333,2,1,fully_open
10,0.1215,0.0428,247,16,14,0.6667,3,1,partially_open
9,0.1108,0.0263,325,19,17,0.3333,3,0,fully_open
8,0.1513,0.0533,152,12,11,0,2,1,fully_open
10,0.6,0.3184,35,11,10,0,1,1,partially_open
7,0.1231,0.0428,195,13,11,0.6667,2,1,fully_open
18,0.0344,0.0785,291,5,5,0.3333,3,1,fully_open
8,0.0843,0.0477,166,7,7,0.3333,2,0,closed
14,0.1204,0.0669,216,14,12,0.3333,2,1,fully_open
12,0.1166,0.0608,163,10,9,0,2,1,fully_open
12,0.1429,0.055,210,18,12,0.3333,2,0,fully_open
13,0.1508,0.0719,199,17,13,0,2,1,fully_open
11,0.1369,0.0635,168,13,10,0,2,1,partially_open
7,0.1455,0.0429,213,17,14,0,3,1,fully_open
8,0.1176,0.0534,136,8,8,0,2,1,fully_open
12,0.0854,0.0618,199,9,8,0,3,0,partially_open
16,0.0753,0.0928,186,7,7,0,2,0,fully_open
6,0.0647,0.0278,201,7,6,0.3333,2,0,fully_open
9,0.202,0.0835,99,10,10,0.3333,2,1,fully_open
22,0.1017,0.1355,177,9,9,0.3333,2,1,fully_open
16,0.1648,0.0795,182,18,12,0.3333,2,1,fully_open
14,0.139,0.072,187,14,12,0,2,0,partially_open
8,0.1975,0.0554,162,17,15,0,2,1,fully_open
10,0.0632,0.0566,190,6,6,0,2,1,fully_open
11,0.1908,0.0633,173,17,16,0,2,1,closed
15,0.381,0.30620000000000003,42,8,8,0,1,0,fully_open
16,0.1694,0.1012,183,19,12,0.6667,2,1,partially_open
7,0.1333,0.0869,90,6,6,0.6667,2,0,partially_open
7,0.1494,0.0456,174,15,11,0.3333,2,1,closed
14,0.117,0.0616,265,18,13,0.3333,3,1,fully_open
15,0.2378,0.1274,143,21,13,0,2,1,fully_open
13,0.1796,0.0461,245,24,20,0,3,0,fully_open
9,0.1025,0.035,283,18,11,0,3,1,fully_open
16,0.0606,0.0707,264,9,7,0.6667,3,0,fully_open
8,0.2095,0.0609,148,16,15,0.3333,2,0,fully_open
11,0.0357,0.0466,280,5,5,0.3333,3,0,fully_open
12,0.1693,0.0666,189,17,15,0.3333,2,1,closed
11,0.1456,0.0536,206,17,13,0,2,0,fully_open
9,0.1059,0.0657,170,9,9,0,2,1,closed
16,0.1775,0.1164,169,18,12,0.3333,2,0,partially_open
5,0.1727,0.02,249,23,20,0,3,1,fully_open
9,0.1677,0.0627,155,16,10,0,2,1,partially_open
15,0.0871,0.0461,333,17,12,0,3,1,fully_open
15,0.0751,0.0542,293,12,10,0,3,1,partially_open
13,0.0621,0.0401,354,12,10,0,3,1,partially_open
12,0.1278,0.0877,180,13,10,0.6667,2,1,fully_open
9,0.2619,0.0691,126,18,15,0.3333,2,1,partially_open
13,0.0698,0.0557,258,13,5,0,3,0,fully_open
12,0.3071,0.0899,140,22,21,0,2,1,fully_open
8,0.2344,0.0667,128,16,14,0,2,1,fully_open
12,0.1829,0.0849,164,16,14,0,2,1,fully_open
18,0.2548,0.0843,208,31,22,0.3333,2,1,fully_open
9,0.1597,0.0735,144,13,10,0,2,1,closed
12,0.1273,0.0647,220,16,12,0,3,0,fully_open
8,0.2246,0.0787,138,17,14,0.3333,2,1,fully_open
11,0.1832,0.045,202,21,16,0,2,1,partially_open
12,0.1429,0.0404,266,19,19,0,3,1,fully_open
11,0.1902,0.0502,205,21,18,0.3333,2,0,partially_open
11,0.2887,0.0685,142,25,16,0.3333,2,1,partially_open
11,0.2036,0.0833,167,19,15,0,2,1,closed
15,0.1134,0.0611,291,19,14,0,3,1,partially_open
12,0.1024,0.0449,254,14,12,0,3,1,partially_open
11,0.084,0.0545,250,13,8,0,3,1,fully_open
15,0.0854,0.0472,316,15,12,0.3333,3,1,fully_open
9,0.0929,0.0553,183,9,8,0,2,1,partially_open
6,0.2444,0.0472,180,27,17,0,2,1,closed
13,0.2405,0.0758,158,21,17,0,2,0,partially_open
6,0.2062,0.0351,194,21,19,0,2,0,fully_open
8,0.4455,0.0948,101,25,20,0.6667,2,0,fully_open
13,0.0463,0.0472,259,6,6,0.6667,3,1,fully_open
7,0.2821,0.0789,117,18,15,0.3333,2,1,closed
7,0.1629,0.0514,178,15,14,0.3333,2,0,fully_open
7,0.0259,0.0232,309,4,4,0.3333,3,1,fully_open
7,0.063,0.0685,127,4,4,0,2,1,fully_open
16,0.0553,0.0583,217,6,6,0.3333,3,1,partially_open
15,0.1105,0.1005,190,13,8,0.3333,2,1,fully_open
4,0.1954,0.0369,174,21,13,0.3333,2,1,fully_open
10,0.4815,0.1881,54,13,13,0,1,0,partially_open
14,0.1958,0.1086,143,15,13,0,2,1,partially_open
9,0.1887,0.0744,159,15,15,0,2,1,partially_open
20,0.1084,0.0746,249,15,12,1,3,1,partially_open
8,0.2808,0.0568,146,23,18,0.3333,2,0,fully_open
13,0.1102,0.0514,236,14,12,0.3333,3,1,fully_open
14,0.1089,0.0616,202,11,11,0,2,1,fully_open
6,0.0561,0.0165,303,9,8,0,3,0,fully_open
11,0.1923,0.0962,104,11,9,0,2,1,fully_open
6,0.1714,0.0671,105,11,7,0,2,1,fully_open
13,0.1467,0.0757,150,11,11,0,2,1,partially_open
10,0.1229,0.0602,236,15,14,0.3333,3,1,fully_open
6,0.0586,0.0252,273,8,8,0,3,1,closed
9,0.1921,0.0585,151,16,13,0,2,1,closed
14,0.197,0.0809,198,22,17,0,2,1,fully_open
8,0.1538,0.0328,234,19,17,0.6667,3,1,partially_open
6,0.1497,0.0449,167,14,11,0.3333,2,0,closed
11,0.1466,0.0492,266,22,17,0,3,0,partially_open
7,0.3407,0.0701,91,17,14,0,2,0,partially_open
9,0.1519,0.0513,237,21,15,0,3,1,partially_open
18,0.1375,0.0807,240,18,15,0,3,1,fully_open
9,0.2529,0.0569,174,23,21,0.3333,2,1,fully_open
19,0.2205,0.12,195,25,18,0.3333,2,1,partially_open
9,0.0603,0.0566,199,6,6,0,2,1,fully_open
10,0.1102,0.047,236,17,9,0,3,1,closed
9,0.3072,0.0671,153,28,19,0,2,1,fully_open
11,0.2365,0.0744,148,18,17,0.6667,2,1,partially_open
11,0.3566,0.075,129,27,19,0.3333,2,1,partially_open
10,0.1039,0.0544,231,14,10,0.3333,3,1,closed
11,0.1421,0.0466,197,15,13,0.3333,2,1,partially_open
14,0.1438,0.1048,146,13,8,0.3333,2,0,partially_open
11,0.1722,0.0794,151,14,12,0,2,0,fully_open
10,0.1863,0.065,161,17,13,0,2,1,fully_open
10,0.1232,0.0533,211,17,9,0,2,0,fully_open
11,0.0926,0.0694,162,8,7,1,2,1,partially_open
7,0.2364,0.0574,110,14,12,0.6667,2,1,partially_open
5,0.08,0.0337,200,8,8,0.6667,2,1,partially_open
12,0.062,0.0512,274,9,8,0.3333,3,0,fully_open
12,0.1711,0.0612,187,16,16,0,2,1,closed
14,0.226,0.103,146,20,13,0,2,0,partially_open
18,0.1007,0.0669,268,15,12,0,3,1,fully_open
12,0.1442,0.0557,208,16,14,0,3,1,closed
8,0.1055,0.0457,199,11,10,0.6667,2,1,partially_open
9,0.1351,0.0516,185,14,11,0.3333,2,1,closed
12,0.1337,0.0654,172,13,10,0,2,0,partially_open
6,0.1733,0.0385,202,20,15,0,2,0,partially_open
19,0.0681,0.0439,367,14,11,0,3,1,fully_open
16,0.1308,0.083,237,17,14,0.3333,3,1,partially_open
15,0.2168,0.1002,143,17,14,0,2,1,fully_open
8,0.1172,0.0432,256,15,15,0,3,1,fully_open
8,0.1857,0.0574,140,13,13,0.3333,2,1,fully_open
10,0.1753,0.0605,194,18,16,0.3333,2,1,closed
9,0.1731,0.0439,208,18,18,0,2,1,fully_open
13,0.1351,0.0396,296,20,20,0,3,1,fully_open
6,0.1116,0.0292,215,15,9,0,3,0,partially_open
7,0.0897,0.039,234,13,8,0.3333,3,1,closed
13,0.2155,0.0844,181,21,18,0.3333,2,1,fully_open
15,0.2517,0.1254,143,21,15,0.3333,2,1,fully_open
11,0.3333,0.1066,114,22,16,0.3333,2,0,fully_open
8,0.0727,0.0375,220,8,8,0,3,1,partially_open
12,0.2516,0.0716,155,21,18,0,2,0,fully_open
9,0.0633,0.0375,237,8,7,0,3,0,partially_open
7,0.2049,0.069,122,14,11,0,2,1,fully_open
10,0.2209,0.058,172,24,14,0,2,1,fully_open
12,0.1163,0.0507,258,15,15,0,3,1,partially_open
9,0.0691,0.0469,217,8,7,0.3333,2,0,partially_open
16,0.1103,0.0571,272,17,13,0.3333,3,1,closed
18,0.1422,0.0954,204,15,14,0.3333,2,1,fully_open
7,0.1544,0.0528,149,13,10,0,2,1,closed
9,0.1739,0.07,138,13,11,0,2,1,partially_open
5,0.2222,0.0205,198,26,18,0,2,1,closed
