publication_year,paper_age,title_length,abstract_length,keyword_count,concept_count,has_doi,title_word_count,abstract_word_count,title_to_abstract_ratio,text_richness,recency_score,abstract_keyword_overlap,publication_year_norm,is_open_access_int,has_fulltext_int,oa_cat_fully_open,oa_cat_partially_open,oa_cat_closed,impact_tier
2024,2,59,679,6,6,1,7,90,0.0869,0.1333,0.6667,0,0.6667,1,1,0,1,0,high
2023,3,58,1272,11,15,1,7,174,0.0456,0.1494,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,110,1787,13,18,1,14,265,0.0616,0.117,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,126,989,13,21,1,15,143,0.1274,0.2378,0,1,0,1,1,1,0,0,medium
2022,4,83,1802,20,24,1,13,245,0.0461,0.1796,0,0,0,1,1,1,0,0,medium
2022,4,64,1827,11,18,1,9,283,0.035,0.1025,0,1,0,1,1,1,0,0,medium
2024,2,133,1881,7,9,1,16,264,0.0707,0.0606,0.6667,0,0.6667,1,1,1,0,0,high
2023,3,66,1083,15,16,1,8,148,0.0609,0.2095,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,86,1844,5,5,1,11,280,0.0466,0.0357,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,85,1277,15,17,1,12,189,0.0666,0.1693,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,78,1455,13,17,1,11,206,0.0536,0.1456,0,0,0,1,1,1,0,0,medium
2022,4,83,1263,9,9,1,9,170,0.0657,0.1059,0,1,0,0,0,0,0,1,medium
2023,3,133,1143,12,18,1,16,169,0.1164,0.1775,0.3333,0,0.3333,1,1,0,1,0,medium
2022,4,36,1801,20,23,1,5,249,0.02,0.1727,0,1,0,1,1,1,0,0,medium
2022,4,75,1196,10,16,1,9,155,0.0627,0.1677,0,1,0,1,1,0,1,0,medium
2022,4,105,2277,12,17,1,15,333,0.0461,0.0871,0,1,0,1,1,1,0,0,medium
2022,4,106,1954,10,12,1,15,293,0.0542,0.0751,0,1,0,1,0,0,1,0,medium
2022,4,94,2345,10,12,1,13,354,0.0401,0.0621,0,1,0,1,0,0,1,0,medium
2024,2,115,1311,10,13,1,12,180,0.0877,0.1278,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,59,854,15,18,1,9,126,0.0691,0.2619,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,88,1579,5,13,1,13,258,0.0557,0.0698,0,0,0,1,1,1,0,0,medium
2022,4,95,1057,21,22,1,12,140,0.0899,0.3071,0,1,0,1,1,1,0,0,medium
2022,4,59,884,14,16,1,8,128,0.0667,0.2344,0,1,0,1,1,1,0,0,medium
2022,4,97,1142,14,16,1,12,164,0.0849,0.1829,0,1,0,1,0,1,0,0,medium
2023,3,124,1471,22,31,1,18,208,0.0843,0.2548,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,75,1020,10,13,1,9,144,0.0735,0.1597,0,1,0,0,0,0,0,1,medium
2022,4,106,1638,12,16,1,12,220,0.0647,0.1273,0,0,0,1,1,1,0,0,medium
2023,3,82,1042,14,17,1,8,138,0.0787,0.2246,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,67,1489,16,21,1,11,202,0.045,0.1832,0,1,0,1,1,0,1,0,medium
2022,4,72,1783,19,19,1,12,266,0.0404,0.1429,0,1,0,1,1,1,0,0,medium
2023,3,74,1473,18,21,1,11,205,0.0502,0.1902,0.3333,0,0.3333,1,1,0,1,0,medium
2023,3,75,1095,16,25,1,11,142,0.0685,0.2887,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,106,1273,15,19,1,11,167,0.0833,0.2036,0,1,0,0,0,0,0,1,medium
2022,4,121,1979,14,19,1,15,291,0.0611,0.1134,0,1,0,1,1,0,1,0,medium
2022,4,86,1914,12,14,1,12,254,0.0449,0.1024,0,1,0,1,1,0,1,0,medium
2022,4,91,1671,8,13,1,11,250,0.0545,0.084,0,1,0,1,1,1,0,0,medium
2023,3,102,2161,12,15,1,15,316,0.0472,0.0854,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,67,1211,8,9,1,9,183,0.0553,0.0929,0,1,0,1,1,0,1,0,medium
2022,4,66,1398,17,27,1,6,180,0.0472,0.2444,0,1,0,0,0,0,0,1,medium
2022,4,79,1042,17,21,1,13,158,0.0758,0.2405,0,0,0,1,0,0,1,0,medium
2022,4,52,1481,19,21,1,6,194,0.0351,0.2062,0,0,0,1,1,1,0,0,medium
2024,2,78,823,20,25,1,8,101,0.0948,0.4455,0.6667,0,0.6667,1,1,1,0,0,high
2024,2,89,1886,6,6,1,13,259,0.0472,0.0463,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,72,912,15,18,1,7,117,0.0789,0.2821,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,59,1147,14,15,1,7,178,0.0514,0.1629,0.3333,0,0.3333,1,0,1,0,0,medium
2023,3,50,2159,4,4,1,7,309,0.0232,0.0259,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,58,847,4,4,1,7,127,0.0685,0.063,0,1,0,1,0,1,0,0,medium
2023,3,88,1510,6,6,1,16,217,0.0583,0.0553,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,118,1174,8,13,1,15,190,0.1005,0.1105,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,46,1245,13,21,1,4,174,0.0369,0.1954,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,79,420,13,13,1,10,54,0.1881,0.4815,0,0,0,1,1,0,1,0,medium
2022,4,118,1087,13,15,1,14,143,0.1086,0.1958,0,1,0,1,1,0,1,0,medium
2022,4,90,1209,15,15,1,9,159,0.0744,0.1887,0,1,0,1,1,0,1,0,medium
2025,1,143,1918,12,15,1,20,249,0.0746,0.1084,1,1,1,1,0,0,1,0,high
2023,3,70,1233,18,23,1,8,146,0.0568,0.2808,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,78,1517,12,14,1,13,236,0.0514,0.1102,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,91,1478,11,11,1,14,202,0.0616,0.1089,0,1,0,1,1,1,0,0,medium
2022,4,37,2248,8,9,1,6,303,0.0165,0.0561,0,0,0,1,1,1,0,0,medium
2022,4,76,790,9,11,1,11,104,0.0962,0.1923,0,1,0,1,1,1,0,0,medium
2022,4,50,745,7,11,1,6,105,0.0671,0.1714,0,1,0,1,1,1,0,0,medium
2022,4,84,1110,11,11,1,13,150,0.0757,0.1467,0,1,0,1,1,0,1,0,medium
2023,3,97,1610,14,15,1,10,236,0.0602,0.1229,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,47,1864,8,8,1,6,273,0.0252,0.0586,0,1,0,0,0,0,0,1,medium
2022,4,61,1043,13,16,1,9,151,0.0585,0.1921,0,1,0,0,0,0,0,1,medium
2022,4,103,1273,17,22,1,14,198,0.0809,0.197,0,1,0,1,1,1,0,0,medium
2024,2,57,1737,17,19,1,8,234,0.0328,0.1538,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,51,1137,11,14,1,6,167,0.0449,0.1497,0.3333,0,0.3333,0,0,0,0,1,medium
2022,4,93,1890,17,22,1,11,266,0.0492,0.1466,0,0,0,1,1,0,1,0,medium
2022,4,43,613,14,17,1,7,91,0.0701,0.3407,0,0,0,1,1,0,1,0,medium
2022,4,92,1794,15,21,1,9,237,0.0513,0.1519,0,1,0,1,1,0,1,0,medium
2022,4,123,1525,15,18,1,18,240,0.0807,0.1375,0,1,0,1,1,1,0,0,medium
2023,3,63,1107,21,23,1,9,174,0.0569,0.2529,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,174,1450,18,25,1,19,195,0.12,0.2205,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,76,1343,6,6,1,9,199,0.0566,0.0603,0,1,0,1,1,1,0,0,medium
2022,4,81,1724,9,17,1,10,236,0.047,0.1102,0,1,0,0,0,0,0,1,medium
2022,4,77,1148,19,28,1,9,153,0.0671,0.3072,0,1,0,1,1,1,0,0,medium
2024,2,82,1102,17,18,1,11,148,0.0744,0.2365,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,70,933,19,27,1,11,129,0.075,0.3566,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,96,1766,10,14,1,10,231,0.0544,0.1039,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,67,1439,13,15,1,11,197,0.0466,0.1421,0.3333,1,0.3333,1,0,0,1,0,medium
2023,3,116,1107,8,13,1,14,146,0.1048,0.1438,0.3333,0,0.3333,1,1,0,1,0,medium
2022,4,79,995,12,14,1,11,151,0.0794,0.1722,0,0,0,1,1,1,0,0,medium
2022,4,84,1293,13,17,1,10,161,0.065,0.1863,0,1,0,1,1,1,0,0,medium
2022,4,77,1446,9,17,1,10,211,0.0533,0.1232,0,0,0,1,1,1,0,0,medium
2025,1,83,1196,7,8,1,11,162,0.0694,0.0926,1,1,1,1,0,0,1,0,high
2024,2,49,854,12,14,1,7,110,0.0574,0.2364,0.6667,1,0.6667,1,0,0,1,0,high
2024,2,48,1424,8,8,1,5,200,0.0337,0.08,0.6667,1,0.6667,1,0,0,1,0,high
2023,3,91,1778,8,9,1,12,274,0.0512,0.062,0.3333,0,0.3333,1,1,1,0,0,medium
2022,4,80,1308,16,16,1,12,187,0.0612,0.1711,0,1,0,0,0,0,0,1,medium
2022,4,110,1068,13,20,1,14,146,0.103,0.226,0,0,0,1,1,0,1,0,medium
2022,4,127,1899,12,15,1,18,268,0.0669,0.1007,0,1,0,1,1,1,0,0,medium
2022,4,89,1598,14,16,1,12,208,0.0557,0.1442,0,1,0,0,0,0,0,1,medium
2024,2,67,1467,10,11,1,8,199,0.0457,0.1055,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,74,1434,11,14,1,9,185,0.0516,0.1351,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,78,1193,10,13,1,12,172,0.0654,0.1337,0,0,0,1,1,0,1,0,medium
2022,4,56,1455,15,20,1,6,202,0.0385,0.1733,0,0,0,1,1,0,1,0,medium
2022,4,104,2371,11,14,1,19,367,0.0439,0.0681,0,1,0,1,1,1,0,0,medium
2023,3,146,1759,14,17,1,16,237,0.083,0.1308,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,97,968,14,17,1,15,143,0.1002,0.2168,0,1,0,1,1,1,0,0,medium
2022,4,72,1666,15,15,1,8,256,0.0432,0.1172,0,1,0,1,1,1,0,0,medium
2023,3,57,993,13,13,1,8,140,0.0574,0.1857,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,85,1405,16,18,1,10,194,0.0605,0.1753,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,60,1368,18,18,1,9,208,0.0439,0.1731,0,1,0,1,1,1,0,0,medium
2022,4,82,2073,20,20,1,13,296,0.0396,0.1351,0,1,0,1,1,1,0,0,medium
2022,4,46,1576,9,15,1,6,215,0.0292,0.1116,0,0,0,1,1,0,1,0,medium
2023,3,68,1743,8,13,1,7,234,0.039,0.0897,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,104,1232,18,21,1,13,181,0.0844,0.2155,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,126,1005,15,21,1,15,143,0.1254,0.2517,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,86,807,16,22,1,11,114,0.1066,0.3333,0.3333,0,0.3333,1,1,1,0,0,medium
2022,4,61,1628,8,8,1,8,220,0.0375,0.0727,0,1,0,1,1,0,1,0,medium
2022,4,73,1020,18,21,1,12,155,0.0716,0.2516,0,0,0,1,1,1,0,0,medium
2022,4,66,1760,7,8,1,9,237,0.0375,0.0633,0,0,0,1,1,0,1,0,medium
2022,4,59,855,11,14,1,7,122,0.069,0.2049,0,1,0,1,1,1,0,0,medium
2022,4,70,1206,14,24,1,10,172,0.058,0.2209,0,1,0,1,1,1,0,0,medium
2022,4,96,1895,15,15,1,12,258,0.0507,0.1163,0,1,0,1,1,0,1,0,medium
2023,3,69,1471,7,8,1,9,217,0.0469,0.0691,0.3333,0,0.3333,1,1,0,1,0,medium
2023,3,116,2031,13,17,1,16,272,0.0571,0.1103,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,133,1394,14,15,1,18,204,0.0954,0.1422,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,54,1022,10,13,1,7,149,0.0528,0.1544,0,1,0,0,0,0,0,1,medium
2022,4,72,1028,11,13,1,9,138,0.07,0.1739,0,1,0,1,1,0,1,0,medium
2022,4,29,1413,18,26,1,5,198,0.0205,0.2222,0,1,0,0,0,0,0,1,medium
2024,2,102,1111,7,7,1,12,150,0.0918,0.0933,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,132,1528,11,14,1,17,221,0.0864,0.1131,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,88,1100,11,12,1,10,145,0.08,0.1586,0,1,0,0,0,0,0,1,medium
2022,4,75,1564,16,18,1,8,216,0.048,0.1574,0,0,0,1,1,1,0,0,medium
2022,4,123,1422,18,26,1,16,219,0.0865,0.2009,0,0,0,1,0,0,1,0,medium
2024,2,92,1358,8,11,1,12,198,0.0677,0.096,0.6667,1,0.6667,1,1,1,0,0,high
2022,4,105,972,13,16,1,13,129,0.108,0.2248,0,1,0,1,0,0,1,0,medium
2022,4,61,1329,7,10,1,8,183,0.0459,0.0929,0,0,0,1,1,1,0,0,medium
2022,4,79,1632,5,5,1,9,227,0.0484,0.0441,0,1,0,1,1,0,1,0,medium
2024,2,27,1482,4,6,1,4,200,0.0182,0.05,0.6667,1,0.6667,1,0,0,1,0,high
2024,2,120,1799,4,4,1,15,248,0.0667,0.0323,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,42,1181,9,11,1,6,165,0.0356,0.1212,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,38,1251,11,12,1,7,199,0.0304,0.1156,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,76,1921,12,14,1,8,237,0.0396,0.1097,0,1,0,1,1,0,1,0,medium
2022,4,99,1323,10,13,1,9,196,0.0748,0.1173,0,1,0,0,0,0,0,1,medium
2022,4,104,893,12,13,1,11,135,0.1165,0.1852,0,1,0,1,0,0,1,0,medium
2022,4,128,1356,12,12,1,15,180,0.0944,0.1333,0,1,0,1,1,1,0,0,medium
2024,2,90,1792,8,9,1,11,242,0.0502,0.0702,0.6667,1,0.6667,0,0,0,0,1,high
2023,3,112,1340,12,16,1,13,193,0.0836,0.1451,0.3333,1,0.3333,1,0,0,1,0,medium
2023,3,83,1474,20,22,1,11,215,0.0563,0.1953,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,65,1202,11,15,1,9,182,0.0541,0.1429,0,1,0,1,1,1,0,0,medium
2022,4,42,989,8,8,1,6,159,0.0425,0.1006,0,1,0,1,1,0,1,0,medium
2023,3,102,1148,20,26,1,13,145,0.0889,0.3172,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,104,1208,11,16,1,13,157,0.0861,0.172,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,62,1852,14,17,1,6,240,0.0335,0.1292,0,0,0,0,0,0,0,1,low
2022,4,60,1789,14,16,1,10,269,0.0335,0.1115,0,1,0,1,1,0,1,0,low
2022,4,70,1314,11,11,1,9,192,0.0533,0.1146,0,1,0,1,0,1,0,0,low
2023,3,56,1718,17,26,1,9,243,0.0326,0.177,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,58,1400,15,18,1,10,209,0.0414,0.1579,0,0,0,0,0,0,0,1,low
2022,4,104,2534,15,16,1,13,347,0.041,0.0893,0,1,0,1,1,1,0,0,low
2022,4,115,1242,12,16,1,14,158,0.0926,0.1772,0,1,0,1,1,0,1,0,low
2022,4,50,1165,10,14,1,6,167,0.0429,0.1437,0,1,0,1,1,0,1,0,low
2022,4,77,1493,10,13,1,7,195,0.0516,0.1179,0,1,0,0,0,0,0,1,low
2022,4,74,1530,18,22,1,9,210,0.0484,0.1905,0,1,0,0,0,0,0,1,low
2022,4,67,1408,10,12,1,11,195,0.0476,0.1128,0,0,0,1,1,0,1,0,low
2022,4,50,1592,16,16,1,6,241,0.0314,0.1328,0,1,0,0,0,0,0,1,low
2022,4,93,2188,12,16,1,12,322,0.0425,0.087,0,1,0,1,1,1,0,0,low
2022,4,48,707,9,12,1,7,100,0.0679,0.21,0,1,0,1,1,1,0,0,low
2024,2,61,1843,10,19,1,9,239,0.0331,0.1213,0.6667,1,0.6667,0,0,0,0,1,high
2024,2,105,1643,11,12,1,17,236,0.0639,0.0975,0.6667,0,0.6667,1,1,0,1,0,high
2023,3,141,1352,14,18,1,17,183,0.1043,0.1749,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,42,267,9,13,1,5,35,0.1573,0.6286,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,112,124,14,15,1,19,15,0.9032,1.9333,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,82,2984,13,15,1,10,410,0.0275,0.0683,0,1,0,1,1,0,1,0,low
2022,4,79,1139,17,24,1,10,167,0.0694,0.2455,0,0,0,1,1,0,1,0,low
2023,3,143,1172,11,18,1,14,170,0.122,0.1706,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,84,1182,15,18,1,11,165,0.0711,0.2,0,1,0,1,1,0,1,0,low
2024,2,63,1494,9,9,1,8,196,0.0422,0.0918,0.6667,0,0.6667,0,0,0,0,1,high
2022,4,112,235,10,14,1,12,30,0.4766,0.8,0,1,0,0,0,0,0,1,low
2022,4,88,1901,15,20,1,11,262,0.0463,0.1336,0,1,0,1,1,1,0,0,low
2024,2,94,1152,11,12,1,15,157,0.0816,0.1465,0.6667,0,0.6667,0,0,0,0,1,high
2024,2,79,1394,6,8,1,9,185,0.0567,0.0757,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,47,1310,10,13,1,7,184,0.0359,0.125,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,73,839,16,22,1,9,124,0.087,0.3065,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,98,1313,13,22,1,12,187,0.0746,0.1872,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,62,1605,9,14,1,7,208,0.0386,0.1106,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,138,1312,8,10,1,17,184,0.1052,0.0978,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,33,1717,17,24,1,3,241,0.0192,0.1701,0,0,0,0,0,0,0,1,low
2022,4,111,1427,19,28,1,14,202,0.0778,0.2327,0,1,0,1,1,0,1,0,low
2022,4,68,1728,10,12,1,9,250,0.0394,0.088,0,1,0,1,1,1,0,0,low
2023,3,150,1261,13,15,1,17,166,0.119,0.1687,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,134,1419,8,9,1,18,211,0.0944,0.0806,0,0,0,0,0,0,0,1,low
2022,4,110,1800,14,17,1,16,253,0.0611,0.1225,0,1,0,1,1,1,0,0,low
2022,4,28,1522,6,11,1,3,199,0.0184,0.0854,0,1,0,0,0,0,0,1,low
2022,4,101,1132,18,24,1,12,150,0.0892,0.28,0,1,0,1,1,1,0,0,low
2022,4,98,1269,18,21,1,15,184,0.0772,0.212,0,1,0,0,0,0,0,1,low
2022,4,75,1440,7,7,1,11,235,0.0521,0.0596,0,1,0,1,1,1,0,0,low
2025,1,73,941,13,14,1,8,137,0.0776,0.1971,1,1,1,1,1,0,1,0,high
2023,3,25,1676,8,13,1,3,225,0.0149,0.0933,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,61,1357,17,21,1,10,199,0.045,0.191,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,92,1658,12,19,1,11,212,0.0555,0.1462,0.3333,0,0.3333,0,0,0,0,1,medium
2023,3,91,1559,16,23,1,12,192,0.0584,0.2031,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,24,1297,10,12,1,4,189,0.0185,0.1164,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,108,1117,10,12,1,15,152,0.0967,0.1447,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,55,1665,19,26,1,7,221,0.033,0.2036,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,110,2103,11,17,1,15,290,0.0523,0.0966,0.3333,0,0.3333,1,1,1,0,0,medium
2022,4,64,1407,8,23,1,9,195,0.0455,0.159,0,1,0,1,1,0,1,0,low
2022,4,75,1290,16,19,1,10,193,0.0581,0.1813,0,1,0,1,0,1,0,0,low
2022,4,75,1608,16,21,1,10,224,0.0466,0.1652,0,0,0,1,1,0,1,0,low
2022,4,79,1033,16,22,1,10,147,0.0765,0.2585,0,0,0,1,1,1,0,0,low
2024,2,65,1748,7,9,1,9,235,0.0372,0.0681,0.6667,0,0.6667,0,0,0,0,1,high
2023,3,53,1070,10,14,1,8,156,0.0495,0.1538,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,117,1978,20,25,1,20,302,0.0592,0.149,0,1,0,1,1,1,0,0,low
2024,2,94,2807,15,18,1,12,404,0.0335,0.0817,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,96,1117,14,18,1,13,154,0.0859,0.2078,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,67,642,12,15,1,9,104,0.1044,0.2596,0.3333,0,0.3333,1,1,0,1,0,medium
2022,4,115,1093,15,18,1,15,168,0.1052,0.1964,0,1,0,1,1,1,0,0,low
2022,4,95,1897,11,18,1,12,268,0.0501,0.1082,0,1,0,0,0,0,0,1,low
2022,4,56,186,4,4,1,6,26,0.3011,0.3077,0,1,0,1,0,0,1,0,low
2025,1,76,2017,5,5,1,10,251,0.0377,0.0398,1,1,1,1,1,1,0,0,high
2024,2,57,836,8,10,1,7,120,0.0682,0.15,0.6667,1,0.6667,1,0,1,0,0,high
2023,3,31,1008,9,11,1,4,155,0.0308,0.129,0.3333,0,0.3333,1,1,0,1,0,medium
2023,3,127,1244,12,17,1,20,190,0.1021,0.1526,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,97,2068,11,17,1,13,293,0.0469,0.0956,0,1,0,1,1,1,0,0,low
2022,4,82,955,14,23,1,10,131,0.0859,0.2824,0,1,0,1,1,1,0,0,low
2022,4,70,890,14,18,1,8,131,0.0787,0.2443,0,1,0,1,NA,1,0,0,low
2022,4,104,1615,13,19,1,14,232,0.0644,0.1379,0,0,0,0,0,0,0,1,low
2024,2,63,1511,14,18,1,7,197,0.0417,0.1624,0.6667,1,0.6667,1,0,0,1,0,high
2024,2,55,1608,17,18,1,6,230,0.0342,0.1522,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,95,1454,11,13,1,14,213,0.0653,0.1127,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,81,1292,11,14,1,9,156,0.0627,0.1603,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,77,1594,15,26,1,10,222,0.0483,0.1847,0,0,0,0,0,0,0,1,low
2022,4,91,1384,16,28,1,11,200,0.0658,0.22,0,0,0,1,1,1,0,0,low
2022,4,69,726,10,17,1,9,114,0.095,0.2368,0,1,0,1,1,1,0,0,low
2022,4,104,1420,14,15,1,14,208,0.0732,0.1394,0,1,0,1,1,0,1,0,low
2022,4,109,1655,6,10,1,15,200,0.0659,0.08,0,1,0,1,1,1,0,0,low
2022,4,64,965,16,19,1,9,119,0.0663,0.2941,0,1,0,1,1,0,1,0,low
2024,2,64,1145,19,27,1,10,159,0.0559,0.2893,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,87,1004,11,13,1,11,159,0.0867,0.1509,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,69,1250,9,12,1,9,176,0.0552,0.1193,0.3333,0,0.3333,1,1,1,0,0,medium
2023,3,63,1919,14,14,1,10,242,0.0328,0.1157,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,74,1894,11,14,1,10,267,0.0391,0.0936,0,1,0,1,1,0,1,0,low
2022,4,75,1736,10,10,1,9,252,0.0432,0.0794,0,1,0,1,1,1,0,0,low
2024,2,75,1667,8,8,1,8,221,0.045,0.0724,0.6667,0,0.6667,1,1,0,1,0,high
2023,3,90,1788,15,18,1,11,253,0.0503,0.1304,0.3333,1,0.3333,0,0,0,0,1,medium
2022,4,116,1791,13,18,1,14,251,0.0648,0.1235,0,1,0,1,1,0,1,0,low
2022,4,87,1255,17,18,1,10,172,0.0693,0.2035,0,1,0,0,0,0,0,1,low
2022,4,103,1461,10,12,1,12,204,0.0705,0.10780000000000001,0,1,0,1,1,1,0,0,low
2022,4,104,873,13,14,1,11,117,0.1191,0.2308,0,1,0,1,1,1,0,0,low
2025,1,75,2537,20,23,1,10,359,0.0296,0.1198,1,1,1,1,1,0,1,0,high
2023,3,77,1915,16,20,1,10,267,0.0402,0.1348,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,38,725,15,19,1,6,117,0.0524,0.2906,0,0,0,0,0,0,0,1,low
2022,4,104,1090,10,11,1,14,150,0.0954,0.14,0,0,0,1,1,0,1,0,low
2024,2,78,1872,12,15,1,8,231,0.0417,0.1169,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,88,1352,11,13,1,13,203,0.0651,0.1182,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,69,505,14,17,1,10,75,0.1366,0.4133,0.3333,1,0.3333,1,1,0,1,0,medium
2022,4,84,1335,10,14,1,10,190,0.0629,0.1263,0,1,0,1,1,1,0,0,low
2022,4,55,1150,19,22,1,6,162,0.0478,0.2531,0,0,0,1,0,0,1,0,low
2022,4,113,1191,10,12,1,12,150,0.0949,0.1467,0,1,0,1,1,1,0,0,low
2022,4,117,1323,12,16,1,16,198,0.0884,0.1414,0,1,0,0,0,0,0,1,low
2022,4,121,1579,10,13,1,16,225,0.0766,0.1022,0,1,0,1,1,1,0,0,low
2024,2,105,1018,11,19,1,14,135,0.1031,0.2222,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,71,823,14,17,1,9,122,0.0863,0.2541,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,54,2116,10,10,1,7,291,0.0255,0.0687,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,83,991,10,15,1,9,138,0.0838,0.1812,0,1,0,1,1,1,0,0,low
2022,4,88,1294,14,17,1,11,187,0.068,0.1658,0,1,0,1,1,0,1,0,low
2024,2,138,2270,13,18,1,19,300,0.0608,0.1033,0.6667,1,0.6667,1,0,1,0,0,high
2023,3,62,1631,14,23,1,9,243,0.038,0.1523,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,121,1122,16,22,1,16,149,0.10780000000000001,0.255,0.3333,0,0.3333,1,1,0,1,0,medium
2023,3,81,933,12,15,1,10,149,0.0868,0.1812,0.3333,1,0.3333,1,1,1,0,0,medium
2022,4,61,1461,5,5,1,9,200,0.0418,0.05,0,1,0,1,1,1,0,0,low
2022,4,98,1096,10,10,1,14,150,0.0894,0.1333,0,1,0,1,0,0,1,0,low
2022,4,78,1112,14,22,1,12,156,0.0701,0.2308,0,1,0,0,0,0,0,1,low
2022,4,101,1548,14,18,1,14,227,0.0652,0.141,0,1,0,1,0,1,0,0,low
2023,3,74,1465,7,7,1,10,201,0.0505,0.0697,0.3333,1,0.3333,1,0,0,1,0,medium
2023,3,130,947,8,9,1,16,144,0.1373,0.1181,0.3333,1,0.3333,1,1,0,1,0,medium
2023,3,101,1107,10,17,1,11,151,0.0912,0.1788,0.3333,1,0.3333,1,1,1,0,0,medium
2023,3,48,1580,12,18,1,6,224,0.0304,0.1339,0.3333,1,0.3333,0,0,0,0,1,medium
2023,3,71,1083,12,12,1,10,157,0.0656,0.1529,0.3333,0,0.3333,1,1,1,0,0,medium
2022,4,64,719,14,18,1,10,108,0.089,0.2963,0,1,0,1,1,0,1,0,low
