publication_year,paper_age,title_length,abstract_length,keyword_count,concept_count,has_doi,title_word_count,abstract_word_count,title_to_abstract_ratio,text_richness,recency_score,abstract_keyword_overlap,publication_year_norm,is_open_access_int,has_fulltext_int,oa_cat_fully_open,oa_cat_partially_open,oa_cat_closed,impact_tier
2023,3,150,1572,15,17,1,17,203,0.0954,0.1576,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,48,1256,13,14,1,5,181,0.0382,0.1492,0,1,0,1,1,1,0,0,high
2024,2,75,1112,13,19,1,10,166,0.0674,0.1928,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,58,1119,8,10,1,8,144,0.0518,0.125,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,73,1133,15,16,1,9,164,0.0644,0.189,0,1,0,1,0,1,0,0,high
2022,4,103,1080,16,20,1,13,136,0.0954,0.2647,0,1,0,1,0,1,0,0,high
2023,3,48,973,11,15,1,7,131,0.0493,0.1985,0.3333,0,0.3333,1,1,1,0,0,high
2023,3,94,1454,8,8,1,13,193,0.0646,0.0829,0.3333,1,0.3333,1,0,0,1,0,high
2024,2,72,1520,9,11,1,9,232,0.0474,0.0862,0.6667,0,0.6667,1,1,0,1,0,high
2022,4,90,1435,12,15,1,11,192,0.0627,0.1406,0,1,0,1,0,0,1,0,high
2022,4,96,718,12,13,1,11,97,0.1337,0.2577,0,1,0,1,0,0,1,0,high
2022,4,106,1948,7,9,1,17,302,0.0544,0.053,0,0,0,1,0,0,1,0,high
2022,4,57,949,10,11,1,9,141,0.0601,0.1489,0,1,0,1,1,1,0,0,high
2022,4,85,1351,11,13,1,10,179,0.0629,0.1341,0,1,0,0,0,0,0,1,high
2023,3,106,1146,10,10,1,12,164,0.0925,0.122,0.3333,1,0.3333,0,0,0,0,1,high
2022,4,109,1452,15,17,1,11,181,0.0751,0.1768,0,1,0,0,0,0,0,1,high
2023,3,149,1912,7,7,1,20,288,0.0779,0.0486,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,67,1346,14,19,1,9,188,0.0498,0.1755,0,1,0,1,1,1,0,0,high
2023,3,36,89,8,9,1,7,14,0.4045,1.2143,0.3333,0,0.3333,0,0,0,0,1,high
2022,4,85,1228,9,9,1,11,178,0.0692,0.1011,0,1,0,1,0,0,1,0,high
2023,3,112,1676,12,16,1,15,238,0.0668,0.1176,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,153,1623,8,8,1,18,233,0.0943,0.0687,0.3333,1,0.3333,1,1,1,0,0,high
2024,2,121,1160,7,10,1,14,158,0.1043,0.1076,0.6667,1,0.6667,1,1,1,0,0,high
2022,4,44,1634,13,15,1,7,220,0.0269,0.1273,0,1,0,1,1,1,0,0,high
2024,2,97,1426,15,17,1,11,192,0.068,0.1667,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,68,1498,14,22,1,9,189,0.0454,0.1905,0.3333,1,0.3333,0,0,0,0,1,high
2022,4,114,953,19,23,1,13,134,0.1196,0.3134,0,1,0,0,0,0,0,1,high
2023,3,95,1320,10,12,1,13,180,0.072,0.1222,0.3333,1,0.3333,0,0,0,0,1,high
2023,3,98,1239,9,9,1,16,188,0.0791,0.0957,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,88,1550,14,16,1,8,209,0.0568,0.1435,0,0,0,0,0,0,0,1,high
2022,4,56,1992,5,5,1,6,303,0.0281,0.033,0,0,0,1,1,0,1,0,high
2023,3,35,1435,12,14,1,4,178,0.0244,0.1461,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,84,1409,4,4,1,14,197,0.0596,0.0406,0,0,0,0,0,0,0,1,high
2023,3,58,1349,10,14,1,9,196,0.043,0.1224,0.3333,0,0.3333,1,1,1,0,0,high
2022,4,103,1356,14,16,1,12,198,0.076,0.1515,0,1,0,1,1,1,0,0,high
2023,3,75,1162,14,24,1,8,174,0.0645,0.2184,0.3333,1,0.3333,1,1,1,0,0,high
2024,2,32,2074,4,4,1,4,281,0.0154,0.0285,0.6667,1,0.6667,1,0,1,0,0,high
2023,3,63,1629,12,12,1,9,231,0.0387,0.1039,0.3333,1,0.3333,1,0,0,1,0,high
2024,2,81,923,11,15,1,10,123,0.0878,0.2114,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,66,743,15,16,1,9,103,0.0888,0.301,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,99,1351,9,13,1,11,201,0.0733,0.1095,0.3333,0,0.3333,1,0,0,1,0,high
2025,1,21,1113,5,6,1,4,163,0.0189,0.0675,1,0,1,1,0,0,1,0,high
2024,2,83,1914,13,18,1,8,256,0.0434,0.1211,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,46,1116,14,14,1,5,162,0.0412,0.1728,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,152,1150,17,17,1,20,154,0.1322,0.2208,0,1,0,1,1,0,1,0,high
2023,3,101,1148,15,17,1,11,147,0.088,0.2177,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,57,1042,14,17,1,9,149,0.0547,0.2081,0.3333,1,0.3333,1,1,0,1,0,high
2024,2,61,1191,11,11,1,9,187,0.0512,0.1176,0.6667,0,0.6667,1,1,0,1,0,high
2022,4,85,1426,12,16,1,9,204,0.0596,0.1373,0,1,0,0,0,0,0,1,high
2022,4,82,1371,6,10,1,11,179,0.0598,0.0894,0,0,0,0,0,0,0,1,high
2025,1,96,1561,6,6,1,14,228,0.0615,0.0526,1,1,1,1,0,0,1,0,high
2023,3,75,1545,9,16,1,11,230,0.0485,0.1087,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,73,784,11,17,1,8,111,0.0931,0.2523,0,1,0,1,1,0,1,0,high
2022,4,82,1725,8,13,1,10,254,0.0475,0.0827,0,0,0,1,1,1,0,0,high
2022,4,64,858,7,10,1,8,122,0.0746,0.1393,0,1,0,0,0,0,0,1,high
2023,3,102,890,8,11,1,10,124,0.1146,0.1532,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,93,1062,17,20,1,10,141,0.0876,0.2624,0,1,0,1,1,0,1,0,high
2023,3,96,2221,15,19,1,13,325,0.0432,0.1046,0.3333,0,0.3333,1,1,1,0,0,high
2023,3,51,1284,15,22,1,7,183,0.0397,0.2022,0.3333,1,0.3333,1,0,0,1,0,high
2023,3,127,1432,12,15,1,15,198,0.0887,0.1364,0.3333,1,0.3333,1,0,0,1,0,high
2022,4,79,947,14,15,1,10,125,0.0834,0.232,0,0,0,1,1,0,1,0,high
2023,3,65,1390,12,18,1,11,198,0.0468,0.1515,0.3333,0,0.3333,1,0,0,1,0,high
2023,3,73,1732,11,13,1,9,228,0.0421,0.1053,0.3333,1,0.3333,0,0,0,0,1,high
2023,3,50,1204,10,12,1,8,179,0.0415,0.1229,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,42,1331,14,16,1,5,203,0.0316,0.1478,0,0,0,1,1,1,0,0,high
2022,4,96,669,9,9,1,12,104,0.1435,0.1731,0,1,0,1,1,1,0,0,high
2023,3,69,1463,14,19,1,11,226,0.0472,0.146,0.3333,1,0.3333,1,0,0,1,0,high
2022,4,95,1227,5,8,1,13,166,0.0774,0.0783,0,0,0,1,0,0,1,0,high
2022,4,103,1345,8,10,1,13,190,0.0766,0.0947,0,1,0,1,1,1,0,0,high
2023,3,127,1770,11,12,1,16,236,0.0718,0.0975,0.3333,1,0.3333,0,0,0,0,1,high
2022,4,35,1104,16,23,1,5,155,0.0317,0.2516,0,0,0,1,1,0,1,0,high
2023,3,135,1941,14,21,1,17,269,0.0696,0.1301,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,78,1179,16,22,1,10,161,0.0662,0.236,0.3333,1,0.3333,0,0,0,0,1,high
2022,4,72,1094,7,7,1,10,147,0.0658,0.0952,0,1,0,1,1,1,0,0,high
2023,3,61,1152,11,12,1,7,175,0.053,0.1314,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,121,1646,9,11,1,15,219,0.0735,0.0913,0,1,0,1,1,1,0,0,high
2023,3,110,1152,11,14,1,12,170,0.0955,0.1471,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,35,1584,9,13,1,5,224,0.0221,0.0982,0.3333,0,0.3333,0,0,0,0,1,high
2024,2,138,2225,15,19,1,18,326,0.062,0.1043,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,84,205,11,11,1,10,26,0.4098,0.8462,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,73,1162,7,9,1,10,158,0.0628,0.1013,0.3333,1,0.3333,1,0,0,1,0,high
2023,3,115,930,15,20,1,11,138,0.1237,0.2536,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,56,1783,9,10,1,8,254,0.0314,0.0748,0,1,0,1,1,1,0,0,high
2024,2,45,1829,15,20,1,6,244,0.0246,0.1434,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,51,431,3,3,1,8,67,0.1183,0.0896,0.3333,0,0.3333,1,0,1,0,0,high
2022,4,74,1280,11,17,1,9,185,0.0578,0.1514,0,1,0,0,0,0,0,1,high
2023,3,118,1967,12,22,1,16,259,0.06,0.1313,0.3333,0,0.3333,1,1,1,0,0,high
2022,4,43,931,10,10,1,4,128,0.0462,0.1562,0,1,0,1,1,1,0,0,high
2022,4,55,1111,17,18,1,7,157,0.0495,0.2229,0,1,0,1,1,0,1,0,high
2022,4,39,796,15,17,1,8,116,0.049,0.2759,0,1,0,0,0,0,0,1,high
2024,2,90,429,7,7,1,12,60,0.2098,0.2333,0.6667,0,0.6667,1,1,0,1,0,high
2022,4,84,1009,15,16,1,11,134,0.0833,0.2313,0,1,0,1,1,1,0,0,high
2023,3,127,1279,16,25,1,18,194,0.0993,0.2113,0.3333,0,0.3333,1,0,0,1,0,high
2022,4,78,1076,19,24,1,8,150,0.0725,0.2867,0,1,0,1,1,0,1,0,high
2023,3,63,644,10,14,1,7,101,0.0978,0.2376,0.3333,0,0.3333,1,0,0,1,0,high
2023,3,112,2774,9,9,1,14,403,0.0404,0.0447,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,91,1445,9,12,1,13,200,0.063,0.105,0.3333,1,0.3333,1,1,0,1,0,high
2025,1,134,3144,10,15,1,16,388,0.0426,0.0644,1,0,1,1,1,0,1,0,high
2022,4,27,1239,9,11,1,4,170,0.0218,0.1176,0,1,0,0,0,0,0,1,high
2022,4,75,1184,14,19,1,7,151,0.0633,0.2185,0,1,0,1,1,0,1,0,high
2022,4,80,6327,9,9,1,12,1041,0.0126,0.0173,0,1,0,1,NA,1,0,0,high
2024,2,50,1151,5,5,1,7,152,0.0434,0.0658,0.6667,1,0.6667,1,0,0,1,0,high
2024,2,98,1055,14,17,1,13,157,0.0929,0.1975,0.6667,1,0.6667,1,1,1,0,0,high
2022,4,66,786,12,15,1,10,117,0.084,0.2308,0,1,0,1,1,0,1,0,high
2022,4,88,1718,13,17,1,8,218,0.0512,0.1376,0,1,0,0,0,0,0,1,high
2022,4,78,1818,15,20,1,11,252,0.0429,0.1389,0,1,0,1,1,1,0,0,high
2023,3,65,1334,14,19,1,8,192,0.0487,0.1719,0.3333,1,0.3333,0,0,0,0,1,high
2023,3,81,1207,8,13,1,13,176,0.0671,0.1193,0.3333,0,0.3333,1,0,0,1,0,high
2022,4,69,1094,11,18,1,6,149,0.0631,0.1946,0,1,0,1,1,1,0,0,high
2023,3,77,1205,14,16,1,9,176,0.0639,0.1705,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,65,989,9,10,1,9,146,0.0657,0.1301,0,0,0,1,1,0,1,0,high
2023,3,83,1093,17,18,1,13,150,0.0759,0.2333,0.3333,0,0.3333,1,1,1,0,0,high
2022,4,43,1613,9,11,1,8,250,0.0267,0.08,0,1,0,1,1,1,0,0,high
2022,4,77,1941,11,13,1,9,261,0.0397,0.092,0,1,0,1,0,1,0,0,high
2023,3,76,1364,10,12,1,9,198,0.0557,0.1111,0.3333,1,0.3333,0,0,0,0,1,high
2023,3,39,1727,8,10,1,5,233,0.0226,0.0773,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,64,1199,12,16,1,6,170,0.0534,0.1647,0,1,0,1,1,1,0,0,high
2022,4,63,1156,11,18,1,9,166,0.0545,0.1747,0,1,0,1,1,0,1,0,high
2023,3,59,1191,14,15,1,9,153,0.0495,0.1895,0.3333,1,0.3333,1,1,0,1,0,high
2023,3,69,1494,13,17,1,9,197,0.0462,0.1523,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,163,1454,13,17,1,20,179,0.1121,0.1676,0,1,0,1,1,0,1,0,high
2023,3,34,1427,13,16,1,5,211,0.0238,0.1374,0.3333,1,0.3333,0,0,0,0,1,high
2023,3,56,1130,17,23,1,6,141,0.0496,0.2837,0.3333,1,0.3333,0,0,0,0,1,high
2023,3,73,2010,6,6,1,8,288,0.0363,0.0417,0.3333,0,0.3333,0,0,0,0,1,high
2022,4,40,1602,21,30,1,8,214,0.025,0.2383,0,1,0,1,0,0,1,0,high
2023,3,84,1009,13,16,1,13,129,0.0833,0.2248,0.3333,1,0.3333,0,0,0,0,1,high
2022,4,98,854,7,7,1,13,122,0.1148,0.1148,0,1,0,0,0,0,0,1,high
2022,4,79,1162,20,22,1,8,168,0.068,0.25,0,1,0,1,1,1,0,0,high
2024,2,157,1265,11,15,1,17,177,0.1241,0.1469,0.6667,1,0.6667,1,1,1,0,0,high
2022,4,82,657,16,18,1,11,100,0.1248,0.34,0,1,0,0,0,0,0,1,high
2023,3,70,1806,13,15,1,9,276,0.0388,0.1014,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,61,1319,10,16,1,9,183,0.0462,0.1421,0,1,0,1,0,0,1,0,high
2022,4,83,1298,10,12,1,13,186,0.0639,0.1183,0,0,0,0,0,0,0,1,high
2023,3,41,1557,15,17,1,4,230,0.0263,0.1391,0.3333,0,0.3333,1,1,0,1,0,high
2023,3,99,1774,11,13,1,12,253,0.0558,0.0949,0.3333,1,0.3333,0,0,0,0,1,high
2022,4,76,1356,14,18,1,11,193,0.056,0.1658,0,0,0,0,0,0,0,1,high
2022,4,100,1442,16,21,1,9,184,0.0693,0.2011,0,1,0,0,0,0,0,1,high
2022,4,94,1503,11,11,1,11,200,0.0625,0.11,0,1,0,1,0,0,1,0,high
2024,2,52,1800,11,16,1,9,252,0.0289,0.1071,0.6667,0,0.6667,1,1,1,0,0,high
2023,3,109,1164,10,14,1,13,170,0.0936,0.1412,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,40,1295,5,6,1,7,185,0.0309,0.0595,0,1,0,0,0,0,0,1,high
2022,4,75,1425,13,13,1,9,181,0.0526,0.1436,0,1,0,1,1,0,1,0,high
2022,4,80,1862,11,15,1,10,260,0.043,0.1,0,1,0,1,1,1,0,0,high
2023,3,49,1292,9,13,1,7,189,0.0379,0.1164,0.3333,0,0.3333,1,1,1,0,0,high
2023,3,68,1741,13,13,1,8,235,0.0391,0.1106,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,93,1488,12,17,1,14,210,0.0625,0.1381,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,38,2572,14,15,1,5,347,0.0148,0.0836,0,1,0,1,1,1,0,0,high
2022,4,77,1183,10,12,1,10,159,0.0651,0.1384,0,1,0,1,1,0,1,0,high
2022,4,92,1650,10,15,1,15,238,0.0558,0.105,0,0,0,1,1,0,1,0,high
2024,2,95,1608,9,11,1,11,226,0.0591,0.0885,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,177,1313,15,19,1,29,186,0.1348,0.1828,0.3333,0,0.3333,1,1,1,0,0,high
2022,4,70,1475,11,17,1,9,192,0.0475,0.1458,0,1,0,0,0,0,0,1,high
2022,4,42,1047,13,22,1,5,155,0.0401,0.2258,0,0,0,1,1,1,0,0,medium
2022,4,79,802,13,15,1,9,114,0.0985,0.2456,0,1,0,1,1,1,0,0,medium
2023,3,128,1940,18,23,1,18,300,0.066,0.1367,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,91,1147,15,16,1,12,186,0.0793,0.1667,0,1,0,1,1,1,0,0,medium
2022,4,79,1291,13,13,1,11,191,0.0612,0.1361,0,1,0,1,0,1,0,0,medium
2023,3,85,1219,11,15,1,8,154,0.0697,0.1688,0.3333,1,0.3333,1,1,0,1,0,high
2023,3,72,1553,7,7,1,8,209,0.0464,0.067,0.3333,0,0.3333,1,1,0,1,0,high
2024,2,65,1038,10,13,1,9,146,0.0626,0.1575,0.6667,1,0.6667,1,0,0,1,0,high
2024,2,118,1335,10,12,1,13,179,0.0884,0.1229,0.6667,1,0.6667,1,0,0,1,0,high
2023,3,93,1281,10,14,1,13,171,0.0726,0.1404,0.3333,1,0.3333,1,0,1,0,0,high
2023,3,110,2945,7,7,1,16,426,0.0374,0.0329,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,68,2896,11,14,1,11,419,0.0235,0.0597,0,1,0,1,1,1,0,0,medium
2023,3,77,1558,14,17,1,9,221,0.0494,0.1403,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,52,1433,12,14,1,7,188,0.0363,0.1383,0,1,0,0,0,0,0,1,medium
2022,4,84,717,10,12,1,11,100,0.1172,0.22,0,1,0,1,0,0,1,0,medium
2022,4,101,1748,8,8,1,13,247,0.0578,0.0648,0,1,0,0,0,0,0,1,medium
2022,4,75,1499,14,19,1,9,233,0.05,0.1416,0,1,0,1,0,0,1,0,medium
2022,4,66,1281,17,21,1,9,198,0.0515,0.1919,0,1,0,0,0,0,0,1,medium
2022,4,43,956,22,26,1,6,135,0.045,0.3556,0,0,0,1,1,0,1,0,medium
2024,2,129,1318,13,13,1,15,194,0.0979,0.134,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,92,1298,10,12,1,14,190,0.0709,0.1158,0.3333,1,0.3333,1,1,0,1,0,high
2023,3,107,1499,13,16,1,14,203,0.0714,0.1429,0.3333,1,0.3333,1,1,1,0,0,high
2024,2,78,1547,10,11,1,11,217,0.0504,0.0968,0.6667,1,0.6667,1,1,0,1,0,high
2024,2,47,1021,12,12,1,6,138,0.046,0.1739,0.6667,0,0.6667,1,1,1,0,0,high
2023,3,74,1330,9,16,1,7,175,0.0556,0.1429,0.3333,1,0.3333,0,0,0,0,1,high
2024,2,130,4360,13,16,1,15,602,0.0298,0.0482,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,112,1297,11,14,1,14,194,0.0864,0.1289,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,75,1298,12,17,1,9,182,0.0578,0.1593,0,1,0,0,0,0,0,1,medium
2022,4,122,1198,8,22,1,15,176,0.1018,0.1705,0,1,0,0,0,0,0,1,medium
2023,3,64,1229,22,26,1,8,167,0.0521,0.2874,0.3333,0,0.3333,1,1,1,0,0,high
2022,4,34,1346,9,9,1,4,213,0.0253,0.0845,0,1,0,1,1,1,0,0,medium
2022,4,77,969,14,18,1,10,140,0.0795,0.2286,0,1,0,1,1,0,1,0,medium
2023,3,39,1480,16,21,1,6,202,0.0264,0.1832,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,92,1691,14,18,1,11,236,0.0544,0.1356,0,1,0,1,0,0,1,0,medium
2022,4,80,1672,13,17,1,12,265,0.0478,0.1132,0,0,0,1,1,0,1,0,medium
2022,4,116,1172,13,15,1,12,148,0.099,0.1892,0,1,0,1,1,1,0,0,medium
2022,4,130,1639,9,10,1,22,227,0.0793,0.0837,0,0,0,0,0,0,0,1,medium
2022,4,32,1670,12,19,1,5,229,0.0192,0.1354,0,1,0,0,0,0,0,1,medium
2022,4,67,1095,13,23,1,8,151,0.0612,0.2384,0,1,0,1,1,0,1,0,medium
2022,4,58,1221,13,18,1,9,190,0.0475,0.1632,0,1,0,0,0,0,0,1,medium
2024,2,94,1019,9,11,1,11,137,0.0922,0.146,0.6667,1,0.6667,1,1,1,0,0,high
2023,3,72,839,10,12,1,9,124,0.0858,0.1774,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,43,1841,12,24,1,6,257,0.0234,0.1401,0,0,0,1,0,0,1,0,medium
2022,4,110,1464,8,11,1,12,210,0.0751,0.0905,0,0,0,0,0,0,0,1,medium
2024,2,153,1038,15,15,1,24,167,0.1474,0.1796,0.6667,1,0.6667,1,0,1,0,0,high
2023,3,73,1633,12,15,1,10,226,0.0447,0.1195,0.3333,1,0.3333,0,0,0,0,1,high
2023,3,71,1815,14,19,1,9,281,0.0391,0.1174,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,79,1666,15,16,1,12,228,0.0474,0.136,0.3333,1,0.3333,1,1,0,1,0,high
2023,3,64,548,17,18,1,9,75,0.1168,0.4667,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,87,798,8,8,1,13,108,0.109,0.1481,0,1,0,1,1,1,0,0,medium
2022,4,97,1240,6,17,1,13,158,0.0782,0.1456,0,1,0,1,1,0,1,0,medium
2022,4,86,946,9,15,1,12,141,0.0909,0.1702,0,1,0,1,0,0,1,0,medium
2022,4,14,883,12,16,1,4,132,0.0159,0.2121,0,0,0,1,1,0,1,0,medium
2022,4,134,2051,15,17,1,18,271,0.0653,0.1181,0,1,0,1,1,0,1,0,medium
2024,2,119,1216,7,8,1,14,173,0.0979,0.0867,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,62,2155,13,16,1,9,319,0.0288,0.0909,0.3333,1,0.3333,1,0,0,1,0,high
2022,4,101,1014,19,22,1,15,149,0.0996,0.2752,0,1,0,1,1,1,0,0,medium
2022,4,78,1478,11,15,1,10,204,0.0528,0.1275,0,1,0,0,0,0,0,1,medium
2022,4,83,879,14,17,1,8,123,0.0944,0.252,0,1,0,1,0,1,0,0,medium
2023,3,170,1597,16,18,1,20,219,0.1064,0.1553,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,59,1319,12,15,1,8,184,0.0447,0.1467,0,1,0,0,0,0,0,1,medium
2022,4,115,1293,13,17,1,15,186,0.0889,0.1613,0,1,0,0,0,0,0,1,medium
2022,4,97,1250,18,20,1,11,161,0.0776,0.236,0,1,0,1,0,0,1,0,medium
2022,4,121,2016,12,16,1,16,278,0.06,0.1007,0,1,0,1,1,0,1,0,medium
2022,4,103,1636,11,15,1,13,185,0.063,0.1405,0,1,0,1,0,0,1,0,medium
2022,4,40,1382,7,10,1,5,188,0.0289,0.0904,0,1,0,1,1,0,1,0,medium
2022,4,97,2386,18,21,1,12,317,0.0407,0.123,0,1,0,1,1,1,0,0,medium
2023,3,54,2575,20,27,1,7,372,0.021,0.1263,0.3333,0,0.3333,1,1,1,0,0,high
2022,4,67,1123,13,16,1,7,166,0.0597,0.1747,0,0,0,1,1,0,1,0,medium
2022,4,56,1020,14,15,1,6,138,0.0549,0.2101,0,1,0,1,1,0,1,0,medium
2022,4,112,1535,12,19,1,14,223,0.073,0.139,0,1,0,1,1,0,1,0,medium
2022,4,55,785,9,11,1,7,113,0.0701,0.177,0,1,0,1,1,0,1,0,medium
2022,4,82,1659,14,16,1,11,258,0.0494,0.1163,0,1,0,1,0,1,0,0,medium
2023,3,151,1740,11,16,1,17,242,0.0868,0.1116,0.3333,1,0.3333,1,0,0,1,0,high
2025,1,76,1308,4,4,1,9,166,0.0581,0.0482,1,0,1,1,1,1,0,0,high
2023,3,91,2954,7,8,1,11,425,0.0308,0.0353,0.3333,0,0.3333,1,0,0,1,0,high
2022,4,106,1714,13,21,1,17,248,0.0618,0.1371,0,1,0,1,1,1,0,0,medium
2022,4,61,2104,10,14,1,8,295,0.029,0.0814,0,0,0,1,0,0,1,0,medium
2023,3,44,1249,6,6,1,5,176,0.0352,0.0682,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,65,1187,17,24,1,9,177,0.0548,0.2316,0,1,0,0,0,0,0,1,medium
2022,4,50,1433,13,16,1,7,190,0.0349,0.1526,0,0,0,1,1,0,1,0,medium
2023,3,94,1310,12,17,1,12,183,0.0718,0.1585,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,58,1798,8,11,1,8,275,0.0323,0.0691,0,1,0,1,0,0,1,0,medium
2022,4,65,1174,17,23,1,9,176,0.0554,0.2273,0,0,0,1,1,1,0,0,medium
2022,4,50,1640,25,27,1,9,231,0.0305,0.2251,0,1,0,1,1,0,1,0,medium
2022,4,68,1728,16,17,1,7,225,0.0394,0.1467,0,1,0,0,0,0,0,1,medium
2022,4,75,1384,8,12,1,10,199,0.0542,0.1005,0,1,0,0,0,0,0,1,medium
2023,3,83,1619,14,18,1,11,248,0.0513,0.129,0.3333,1,0.3333,1,1,1,0,0,high
2025,1,153,1438,9,11,1,20,199,0.1064,0.1005,1,1,1,1,1,0,1,0,high
2023,3,68,580,12,12,1,11,81,0.1172,0.2963,0.3333,1,0.3333,1,1,1,0,0,high
2024,2,116,2223,9,10,1,15,310,0.0522,0.0613,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,34,1021,8,12,1,3,141,0.0333,0.1418,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,63,2211,13,18,1,8,305,0.0285,0.1016,0,0,0,1,1,1,0,0,medium
2022,4,150,1510,22,25,1,16,214,0.0993,0.2196,0,1,0,1,1,0,1,0,medium
2022,4,65,770,10,13,1,9,120,0.0844,0.1917,0,0,0,1,1,1,0,0,medium
2022,4,69,1864,13,19,1,9,230,0.037,0.1391,0,1,0,0,0,0,0,1,medium
2023,3,132,1585,8,12,1,17,228,0.0833,0.0877,0.3333,1,0.3333,1,0,0,1,0,high
2022,4,95,1191,8,8,1,10,172,0.0798,0.093,0,1,0,1,1,0,1,0,medium
2022,4,52,1875,8,9,1,5,249,0.0277,0.0683,0,1,0,0,0,0,0,1,medium
2022,4,65,1219,10,13,1,8,146,0.0533,0.1575,0,0,0,1,1,0,1,0,medium
2023,3,80,1042,6,8,1,9,142,0.0768,0.0986,0.3333,0,0.3333,0,0,0,0,1,high
2023,3,88,874,7,8,1,14,131,0.1007,0.1145,0.3333,1,0.3333,1,1,1,0,0,high
2023,3,17,1574,13,16,1,4,237,0.0108,0.1224,0.3333,0,0.3333,1,1,1,0,0,high
2022,4,80,1403,18,26,1,9,195,0.057,0.2256,0,0,0,0,0,0,0,1,medium
2022,4,13,1018,13,19,1,1,153,0.0128,0.2092,0,0,0,0,0,0,0,1,medium
2023,3,102,1570,11,11,1,12,230,0.065,0.0957,0.3333,1,0.3333,1,0,0,1,0,high
2022,4,134,1178,20,22,1,18,158,0.1138,0.2658,0,1,0,0,0,0,0,1,medium
2024,2,39,888,12,18,1,6,113,0.0439,0.2655,0.6667,1,0.6667,0,0,0,0,1,high
2024,2,61,1548,4,5,1,8,210,0.0394,0.0429,0.6667,1,0.6667,1,1,0,1,0,high
2023,3,31,1705,8,10,1,5,220,0.0182,0.0818,0.3333,1,0.3333,0,0,0,0,1,high
2022,4,58,1901,13,16,1,7,288,0.0305,0.1007,0,1,0,0,0,0,0,1,medium
2023,3,140,142,6,9,1,15,16,0.9859,0.9375,0.3333,1,0.3333,1,1,0,1,0,high
2022,4,68,921,7,9,1,10,142,0.0738,0.1127,0,1,0,1,1,0,1,0,medium
2022,4,159,1386,15,18,1,22,186,0.1147,0.1774,0,1,0,1,1,1,0,0,medium
2022,4,126,1808,10,11,1,16,237,0.0697,0.0886,0,0,0,0,0,0,0,1,medium
2023,3,109,1711,19,24,1,16,241,0.0637,0.1784,0.3333,1,0.3333,1,1,1,0,0,high
2022,4,80,1288,13,19,1,10,183,0.0621,0.1749,0,1,0,1,1,1,0,0,medium
2022,4,56,899,15,16,1,7,127,0.0623,0.2441,0,1,0,1,1,0,1,0,medium
2024,2,118,1851,10,11,1,12,230,0.0637,0.0913,0.6667,0,0.6667,1,0,1,0,0,high
2024,2,55,1120,4,4,1,6,148,0.0491,0.0541,0.6667,0,0.6667,0,0,0,0,1,high
